,Nme of book,Price,Rating stars,Rating count,Link to the book
280,"Data Strategy: How to Profit from a World of Big Data, Analytics and Artificial Intelligence",22.10,4.3 out of 5 stars,21,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NjIzNDk1ODAyODMyOTk2OjE2NjI0MTUwNzI6c3BfbXRmOjIwMDEwMTQ5OTM2MTQxMTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FData-Strategy-Analytics-Artificial-Intelligence%2Fdp%2F1398602582%2Fref%3Dsr_1_209_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415072%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-209-spons%26psc%3D1
281,"Python: 3 books in 1- Your complete guide to python programming with Python for Beginners, Python Data Analysis and Python Machine Learning (Programming Languages for Beginners)",39.95,4.7 out of 5 stars,117,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NjIzNDk1ODAyODMyOTk2OjE2NjI0MTUwNzI6c3BfbXRmOjIwMDA0NTQzNDUzOTQ5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FPython-programming-Beginners-Programming-Languages%2Fdp%2FB09RVDXS5C%2Fref%3Dsr_1_210_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415072%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-210-spons%26psc%3D1
282,Foundational Python for Data Science (Addison-Wesley Data & Analytics Series),23.09,4.3 out of 5 stars,7,https://www.amazon.com/Foundational-Python-Science-Addison-Wesley-Analytics-ebook/dp/B095Y6G2QV/ref=sr_1_211?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415072&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-211
283,The Algorithm Design Manual (Texts in Computer Science),29.49,4.5 out of 5 stars,227,https://www.amazon.com/Algorithm-Design-Manual-Computer-Science/dp/3030542556/ref=sr_1_212?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415072&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-212
284,Down the Brain Drain (8) (The DATA Set),5.99,4.8 out of 5 stars,57,https://www.amazon.com/Down-Brain-Drain-DATA-Set/dp/1534411291/ref=sr_1_213?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415072&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-213
285,Topological Dynamics in Metamodel Discovery with Artificial Intelligence: From Biomedical to Cosmological Technologies (Chapman & Hall/CRC Artificial Intelligence and Robotics Series),120.00,0,0,https://www.amazon.com/Topological-Metamodel-Discovery-Artificial-Intelligence/dp/103236632X/ref=sr_1_214?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415072&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-214
286,"Tableau Prep Cookbook: Use Tableau Prep to clean, combine, and transform your data for analysis",39.99,4.7 out of 5 stars,14,https://www.amazon.com/Tableau-Prep-Cookbook-transform-analysis/dp/1800563760/ref=sr_1_215?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415072&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-215
287,Cloud Scale Analytics with Azure Data Services: Build modern data warehouses on Microsoft Azure,54.99,4.8 out of 5 stars,7,https://www.amazon.com/Cloud-Scale-Analytics-Azure-Services/dp/1800562934/ref=sr_1_216?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415072&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-216
288,A Thousand Brains: A New Theory of Intelligence,0.00,4.5 out of 5 stars,"1,383",https://www.amazon.com/Thousand-Brains-New-Theory-Intelligence/dp/B08VWV2WDK/ref=sr_1_217?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415072&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-217
289,The Ascent of Information: How Data Rules the World,16.74,0,0,https://www.amazon.com/Ascent-Information-Data-Rules-World/dp/0593087259/ref=sr_1_218?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415072&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-218
290,The DATA Set Collection #2: A Case of the Clones; Invasion of the Insects; Out of Remote Control; Down the Brain Drain,16.89,4.8 out of 5 stars,35,https://www.amazon.com/DATA-Set-Collection-Invasion-Insects/dp/1534465359/ref=sr_1_219?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415072&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-219
291,The Coding Manual for Qualitative Researchers,16.48,4.7 out of 5 stars,388,https://www.amazon.com/Coding-Manual-Qualitative-Researchers/dp/1529731747/ref=sr_1_220?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415072&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-220
292,RNA Sequencing: Principles and Data Analysis,15.99,4.5 out of 5 stars,21,https://www.amazon.com/RNA-Sequencing-Principles-Data-Analysis/dp/B08HTM7TGX/ref=sr_1_221?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415072&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-221
293,Microsoft Excel 2013 Data Analysis and Business Modeling,42.85,4.4 out of 5 stars,194,https://www.amazon.com/Microsoft-Excel-Analysis-Business-Modeling/dp/0735669139/ref=sr_1_222?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415072&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-222
294,"Data Science for Marketing Analytics: A practical guide to forming a killer marketing strategy through data analysis with Python, 2nd Edition",36.99,4.6 out of 5 stars,54,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NjIzNDk1ODAyODMyOTk2OjE2NjI0MTUwNzI6c3BfYnRmOjIwMDA5NjE0NTQ0MzM3MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FData-Science-Marketing-Analytics-practical%2Fdp%2F1800560478%2Fref%3Dsr_1_223_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415072%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-223-spons%26psc%3D1
295,"SQL: 3 books 1 - The Ultimate Beginner, Intermediate & Expert Guides To Master SQL Programming Quickly with Practical Exercises",25.64,4.9 out of 5 stars,196,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NjIzNDk1ODAyODMyOTk2OjE2NjI0MTUwNzI6c3BfYnRmOjIwMDA3MjM5MjM5MDg5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FSQL-Intermediate-Programming-Practical-Exercises%2Fdp%2FB0B5MM3RMK%2Fref%3Dsr_1_224_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415072%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-224-spons%26psc%3D1
296,Statistics for Health Data Science: An Organic Approach (Springer Texts in Statistics),73.14,4.6 out of 5 stars,12,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NjIzNDk1ODAyODMyOTk2OjE2NjI0MTUwNzI6c3BfYnRmOjIwMDA0OTQ2ODM2NzU0MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FStatistics-Health-Data-Science-Approach%2Fdp%2F3030598888%2Fref%3Dsr_1_225_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415072%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-225-spons%26psc%3D1
297,Disrupting the Game: From the Bronx to the Top of Nintendo,18.69,4.5 out of 5 stars,390,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDQwMzE5MjQ4MDg0ODMxOjE2NjI0MTUwODQ6c3BfYXRmX25leHQ6MjAwMDUyNTE5ODQ2ODk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FDisrupting-Game-Bronx-Top-Nintendo%2Fdp%2F1400226678%2Fref%3Dsr_1_217_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415084%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-217-spons%26psc%3D1
298,Make Money On YouTube: Start And Monetize A New YouTube Channel In 6 Simple Steps (Make Money From Home),14.99,4.5 out of 5 stars,196,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDQwMzE5MjQ4MDg0ODMxOjE2NjI0MTUwODQ6c3BfYXRmX25leHQ6MjAwMDM4MTc4NDA0NDIxOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FMake-Money-YouTube-Monetize-Channel%2Fdp%2FB08KQBYTV4%2Fref%3Dsr_1_218_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415084%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-218-spons%26psc%3D1
299,Python Machine Learning: A Step by Step Beginner’s Guide to Learn Machine Learning Using Python (Programming Languages for Beginners),17.97,4.4 out of 5 stars,31,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDQwMzE5MjQ4MDg0ODMxOjE2NjI0MTUwODQ6c3BfYXRmX25leHQ6MjAwMDQ1NjM0NzA2MDk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FPython-Machine-Learning-Beginners-Guide%2Fdp%2FB09DMRGX1W%2Fref%3Dsr_1_219_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415084%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-219-spons%26psc%3D1
300,Simplifying Data Engineering and Analytics with Delta: Create analytics-ready data that fuels artificial intelligence and business intelligence,44.99,4.8 out of 5 stars,7,https://www.amazon.com/Simplifying-Data-Engineering-Analytics-Delta/dp/1801814864/ref=sr_1_220?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415084&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-220
301,Ultimate Step by Step Guide to Data Science Using Python: Real Word Use Cases with Downloadable Code Examples (Ultimate Step by Step Guide to Machine Learning Book 3),0.00,4.1 out of 5 stars,20,https://www.amazon.com/Ultimate-Guide-Science-Using-Python-ebook/dp/B09MX44SLD/ref=sr_1_221?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415084&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-221
302,Python Programming for Beginners: The #1 Python Programming Crash Course for Beginners to Learn Python Coding Well & Fast (with Hands-On Exercises),19.38,4.4 out of 5 stars,360,https://www.amazon.com/Python-Programming-Beginners-Hands-Exercises/dp/B09TYJY819/ref=sr_1_222?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415084&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-222
303,Fundamentals of Data Visualization: A Primer on Making Informative and Compelling Figures,55.03,4.6 out of 5 stars,178,https://www.amazon.com/Fundamentals-Data-Visualization-Informative-Compelling/dp/1492031089/ref=sr_1_223?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415084&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-223
304,Data Analytics,58.97,4.1 out of 5 stars,18,https://www.amazon.com/Data-Analytics-Ahmed-Mohiuddin/dp/036757098X/ref=sr_1_224?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415084&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-224
305,Advanced Algorithms and Data Structures,0.00,4.2 out of 5 stars,21,https://www.amazon.com/Advanced-Algorithms-and-Data-Structures/dp/B09H7NPJJK/ref=sr_1_225?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415084&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-225
306,Agile Model-Based Systems Engineering Cookbook: Improve system development by applying proven recipes for effective agile systems engineering,62.83,4.3 out of 5 stars,38,https://www.amazon.com/Agile-Model-Based-Systems-Engineering-Cookbook/dp/1838985832/ref=sr_1_226?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415084&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-226
307,Machine Learning Engineering,39.49,4.7 out of 5 stars,223,https://www.amazon.com/Machine-Learning-Engineering-Andriy-Burkov/dp/1999579577/ref=sr_1_227?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415084&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-227
308,Fundamentals of Data Science: Take the first Step to Become a Data Scientist (Step-by-Step Tutorial For Beginners),7.99,4.4 out of 5 stars,6,https://www.amazon.com/Fundamentals-Data-Science-Step-Step/dp/1693798921/ref=sr_1_228?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415084&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-228
309,Bayesian Data Analysis (Chapman & Hall/CRC Texts in Statistical Science),36.53,4.7 out of 5 stars,199,https://www.amazon.com/Bayesian-Analysis-Chapman-Statistical-Science/dp/1439840954/ref=sr_1_229?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415084&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-229
310,Using Geochemical Data,53.94,4.9 out of 5 stars,14,https://www.amazon.com/Using-Geochemical-Understand-Geological-Processes/dp/1108745849/ref=sr_1_230?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415084&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-230
311,"Statistics for Absolute Beginners (Second Edition) (Data Science, Python & Statistics for Beginners Book 3)",0.00,4.4 out of 5 stars,136,https://www.amazon.com/Statistics-Absolute-Beginners-Second-Theobald-ebook/dp/B0854DM1Y7/ref=sr_1_231?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415084&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-231
312,The Tableau Workshop: A practical guide to the art of data visualization with Tableau,46.99,4.8 out of 5 stars,29,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDQwMzE5MjQ4MDg0ODMxOjE2NjI0MTUwODQ6c3BfbXRmOjIwMDA2MjI4NjM2NDE5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FTableau-Workshop-practical-guide-visualization%2Fdp%2F1800207654%2Fref%3Dsr_1_232_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415084%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-232-spons%26psc%3D1
313,"Big Data: A Guide to Big Data Trends, Artificial Intelligence, Machine Learning, Predictive Analytics, Internet of Things, Data Science, Data Analytics, Business Intelligence, and Data Mining",13.34,4.3 out of 5 stars,15,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDQwMzE5MjQ4MDg0ODMxOjE2NjI0MTUwODQ6c3BfbXRmOjIwMDAyMDEzMTQ4MjExMTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FBig-Data-Artificial-Intelligence-Predictive%2Fdp%2F1696133726%2Fref%3Dsr_1_233_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415084%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-233-spons%26psc%3D1
314,Democratizing Artificial Intelligence with UiPath: Expand automation in your organization to achieve operational efficiency and high performance,49.99,4.8 out of 5 stars,8,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDQwMzE5MjQ4MDg0ODMxOjE2NjI0MTUwODQ6c3BfbXRmOjIwMDA2MjI5ODkzODg5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FDemocratizing-Artificial-Intelligence-UiPath-organization%2Fdp%2F1801817650%2Fref%3Dsr_1_234_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415084%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-234-spons%26psc%3D1
315,Data Sets (Science of Magic Book 1),3.99,3.9 out of 5 stars,96,https://www.amazon.com/Data-Sets-Science-Magic-Book-ebook/dp/B08PTLP4ZY/ref=sr_1_235?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415084&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-235
316,"Python Data Analysis: Perform data collection, data processing, wrangling, visualization, and model building using Python, 3rd Edition",34.99,4.7 out of 5 stars,44,https://www.amazon.com/Python-Data-Analysis-collection-visualization/dp/1789955246/ref=sr_1_236?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415084&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-236
317,Foundations of Data Science,27.60,4.7 out of 5 stars,47,https://www.amazon.com/Foundations-Data-Science-Avrim-Blum/dp/1108485065/ref=sr_1_237?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415084&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-237
318,R Programming: A Step-by-Step Guide for Absolute Beginners,13.99,4.1 out of 5 stars,51,https://www.amazon.com/Programming-Step-Step-Absolute-Beginners/dp/1696769647/ref=sr_1_238?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415084&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-238
319,"Principles of Solar Cells: Connecting Perspectives on Device, System, Reliability, and Data Science",88.56,0,0,https://www.amazon.com/Principles-Solar-Cells-Perspectives-Reliability/dp/9811233020/ref=sr_1_239?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415084&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-239
320,Building Data Science Solutions with Anaconda: A comprehensive starter guide to building robust and complete models,44.99,5.0 out of 5 stars,12,https://www.amazon.com/Building-Data-Science-Solutions-Anaconda/dp/1800568789/ref=sr_1_240?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415084&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-240
321,Data and Analytics Strategy for Business: Unlock Data Assets and Increase Innovation with a Results-Driven Data Strategy,27.99,4.6 out of 5 stars,3,https://www.amazon.com/Data-Analytics-Strategy-Business-Results-Driven-ebook/dp/B09RVJ2W9G/ref=sr_1_241?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415084&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-241
322,"Learn Amazon SageMaker: A guide to building, training, and deploying machine learning models for developers and data scientists, 2nd Edition",46.99,4.3 out of 5 stars,18,https://www.amazon.com/Learn-Amazon-SageMaker-developers-scientists/dp/1801817952/ref=sr_1_242?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415084&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-242
323,Data Action: Using Data for Public Good,39.95,4.7 out of 5 stars,38,https://www.amazon.com/Data-Action-Using-Public-Good/dp/0262044196/ref=sr_1_243?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415084&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-243
324,Automated Machine Learning on AWS: Fast-track the development of your production-ready machine learning applications the AWS way,44.99,4.8 out of 5 stars,8,https://www.amazon.com/Automated-Machine-Learning-AWS-production-ready/dp/1801811822/ref=sr_1_244?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415084&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-244
325,"The Digital Mindset: What It Really Takes to Thrive in the Age of Data, Algorithms, and AI",24.49,4.4 out of 5 stars,57,https://www.amazon.com/Digital-Mindset-Really-Thrive-Algorithms/dp/1647820103/ref=sr_1_245?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415084&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-245
326,The Kaggle Workbook: Self-learning exercises and valuable insights for Kaggle data science competitions,19.99,0,0,https://www.amazon.com/Kaggle-Workbook-Self-learning-exercises-competitions/dp/1804611212/ref=sr_1_246?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415084&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-246
327,Hypothesis Testing: An Intuitive Guide for Making Data Driven Decisions,23.74,4.6 out of 5 stars,98,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDQwMzE5MjQ4MDg0ODMxOjE2NjI0MTUwODQ6c3BfYnRmOjIwMDA1OTM3NjAwNDQ4MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FHypothesis-Testing-Intuitive-Making-Decisions%2Fdp%2F173543115X%2Fref%3Dsr_1_247_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415084%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-247-spons%26psc%3D1
